type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2016-02-11 07:57:41	47.718055000	-122.247275000	69.1	3.411			
T	2016-02-11 07:57:42	47.718054000	-122.247275000	69.2	3.411			
T	2016-02-11 07:57:43	47.718054000	-122.247280000	69.2	3.411			
T	2016-02-11 07:57:44	47.718054000	-122.247285000	69.2	3.411			
T	2016-02-11 07:57:45	47.718054000	-122.247290000	69.3	3.412			
T	2016-02-11 07:57:46	47.718054000	-122.247295000	69.3	3.412			
T	2016-02-11 07:57:47	47.718048000	-122.247290000	69.4	3.412			
T	2016-02-11 07:57:48	47.718043000	-122.247286000	69.4	3.412			
T	2016-02-11 07:57:49	47.718040000	-122.247282000	69.4	3.412			
T	2016-02-11 07:57:50	47.718037000	-122.247277000	69.5	3.412			
T	2016-02-11 07:57:51	47.718034000	-122.247274000	69.5	3.412			
T	2016-02-11 07:57:52	47.718031000	-122.247271000	69.6	3.412			
T	2016-02-11 07:57:53	47.718028000	-122.247265000	69.6	3.412			
T	2016-02-11 07:57:54	47.718031000	-122.247261000	69.7	3.412			
T	2016-02-11 07:57:55	47.718030000	-122.247258000	69.7	3.412			
T	2016-02-11 07:57:56	47.718030000	-122.247254000	69.7	3.412			
T	2016-02-11 07:57:57	47.718029000	-122.247252000	69.8	3.412			
T	2016-02-11 07:57:58	47.718027000	-122.247247000	69.8	3.412			
T	2016-02-11 07:57:59	47.718026000	-122.247241000	69.9	3.412			
T	2016-02-11 07:58:00	47.718025000	-122.247233000	70.0	3.412			
T	2016-02-11 07:58:01	47.718023000	-122.247226000	70.0	3.412			
T	2016-02-11 07:58:02	47.718021000	-122.247221000	70.0	3.412			
T	2016-02-11 07:58:03	47.718020000	-122.247215000	70.1	3.412			
T	2016-02-11 07:58:04	47.718020000	-122.247207000	70.1	3.412			
T	2016-02-11 07:58:05	47.718024000	-122.247193000	70.1	3.412			
T	2016-02-11 07:58:06	47.718028000	-122.247178000	70.2	3.412			
T	2016-02-11 07:58:07	47.718031000	-122.247164000	70.2	3.412			
T	2016-02-11 07:58:08	47.718034000	-122.247149000	70.2	3.412			
T	2016-02-11 07:58:09	47.718034000	-122.247141000	70.3	3.412			
T	2016-02-11 07:58:10	47.718037000	-122.247125000	70.3	3.412			
T	2016-02-11 07:58:11	47.718038000	-122.247110000	70.3	3.412			
T	2016-02-11 07:58:12	47.718040000	-122.247091000	70.4	3.412			
T	2016-02-11 07:58:13	47.718017000	-122.247060000	70.5	3.412			
T	2016-02-11 07:58:14	47.717999000	-122.247040000	70.5	3.412			
T	2016-02-11 07:58:15	47.717993000	-122.247028000	70.6	3.412			
T	2016-02-11 07:58:16	47.717989000	-122.247017000	70.6	3.412			
T	2016-02-11 07:58:17	47.717985000	-122.246998000	70.6	3.412			
T	2016-02-11 07:58:18	47.717977000	-122.246977000	70.7	3.412			
T	2016-02-11 07:58:19	47.717968000	-122.246963000	70.7	3.412			
T	2016-02-11 07:58:20	47.717956000	-122.246955000	70.8	3.412			
T	2016-02-11 07:58:21	47.717945000	-122.246940000	70.8	3.412			
T	2016-02-11 07:58:22	47.717936000	-122.246946000	70.8	3.412			
T	2016-02-11 07:58:23	47.717930000	-122.246952000	70.9	3.412			
T	2016-02-11 07:58:24	47.717924000	-122.246956000	70.9	3.412			
T	2016-02-11 07:58:25	47.717925000	-122.246954000	70.9	3.412			
T	2016-02-11 07:58:26	47.717919000	-122.246950000	71.0	3.412			
T	2016-02-11 07:58:27	47.717920000	-122.246948000	71.0	3.412			
T	2016-02-11 07:58:28	47.717922000	-122.246953000	71.0	3.412			
T	2016-02-11 07:58:29	47.717926000	-122.246959000	71.1	3.413			
T	2016-02-11 07:58:30	47.717930000	-122.246968000	71.2	3.414			
T	2016-02-11 07:58:31	47.717936000	-122.246980000	71.2	3.415			
T	2016-02-11 07:58:32	47.717933000	-122.246980000	71.2	3.415			
T	2016-02-11 07:58:33	47.717932000	-122.246985000	71.2	3.415			
T	2016-02-11 07:58:34	47.717932000	-122.246989000	71.3	3.415			
T	2016-02-11 07:58:35	47.717930000	-122.246991000	71.3	3.415			
T	2016-02-11 07:58:36	47.717929000	-122.246994000	71.4	3.415			
T	2016-02-11 07:58:37	47.717926000	-122.246998000	71.4	3.415			
T	2016-02-11 07:58:38	47.717926000	-122.247004000	71.5	3.415			
T	2016-02-11 07:58:39	47.717925000	-122.247012000	71.5	3.416			
T	2016-02-11 07:58:40	47.717926000	-122.247020000	71.6	3.416			
T	2016-02-11 07:58:41	47.717926000	-122.247028000	71.6	3.417			
T	2016-02-11 07:58:42	47.717926000	-122.247038000	71.7	3.417			
T	2016-02-11 07:58:43	47.717927000	-122.247046000	71.7	3.418			
T	2016-02-11 07:58:44	47.717931000	-122.247058000	71.8	3.419			
T	2016-02-11 07:58:45	47.717939000	-122.247075000	71.8	3.420			
T	2016-02-11 07:58:46	47.717944000	-122.247099000	71.8	3.422			
T	2016-02-11 07:58:47	47.717948000	-122.247119000	71.8	3.423			
T	2016-02-11 07:58:48	47.717951000	-122.247130000	71.8	3.424			
T	2016-02-11 07:58:49	47.717952000	-122.247137000	71.8	3.425			
T	2016-02-11 07:58:50	47.717953000	-122.247144000	71.9	3.425			
T	2016-02-11 07:58:51	47.717952000	-122.247151000	72.0	3.425			
T	2016-02-11 07:58:52	47.717952000	-122.247157000	72.1	3.426			
T	2016-02-11 07:58:53	47.717952000	-122.247163000	72.2	3.426			
T	2016-02-11 07:58:54	47.717953000	-122.247174000	72.2	3.427			
T	2016-02-11 07:58:55	47.717970000	-122.247198000	72.2	3.429			
T	2016-02-11 07:58:56	47.717972000	-122.247209000	72.3	3.430			
T	2016-02-11 07:58:57	47.717964000	-122.247200000	72.3	3.430			
T	2016-02-11 07:58:58	47.717966000	-122.247220000	72.4	3.431			
T	2016-02-11 07:58:59	47.717968000	-122.247235000	72.5	3.432			
T	2016-02-11 07:59:00	47.717972000	-122.247240000	72.5	3.433			
T	2016-02-11 07:59:01	47.717973000	-122.247241000	72.5	3.433			
T	2016-02-11 07:59:02	47.717973000	-122.247239000	72.6	3.433			
T	2016-02-11 07:59:03	47.717973000	-122.247237000	72.7	3.433			
T	2016-02-11 07:59:04	47.717975000	-122.247237000	72.7	3.433			
T	2016-02-11 07:59:05	47.717965000	-122.247222000	72.7	3.433			
T	2016-02-11 07:59:06	47.717964000	-122.247219000	72.7	3.433			
T	2016-02-11 07:59:07	47.717961000	-122.247214000	72.7	3.433			
T	2016-02-11 07:59:08	47.717964000	-122.247216000	72.7	3.434			
T	2016-02-11 07:59:09	47.717959000	-122.247215000	72.8	3.434			
T	2016-02-11 07:59:10	47.717956000	-122.247222000	72.8	3.434			
T	2016-02-11 07:59:11	47.717955000	-122.247229000	72.9	3.434			
T	2016-02-11 07:59:12	47.717955000	-122.247233000	73.0	3.434			
T	2016-02-11 07:59:13	47.717953000	-122.247234000	73.0	3.434			
T	2016-02-11 07:59:14	47.717951000	-122.247236000	73.1	3.434			
T	2016-02-11 07:59:15	47.717949000	-122.247236000	73.2	3.434			
T	2016-02-11 07:59:16	47.717943000	-122.247225000	73.2	3.434			
T	2016-02-11 07:59:17	47.717941000	-122.247219000	73.3	3.434			
T	2016-02-11 07:59:18	47.717947000	-122.247225000	73.3	3.435			
T	2016-02-11 07:59:19	47.717942000	-122.247217000	73.3	3.435			
T	2016-02-11 07:59:20	47.717940000	-122.247216000	73.4	3.435			
T	2016-02-11 07:59:21	47.717939000	-122.247220000	73.4	3.435			
T	2016-02-11 07:59:22	47.717937000	-122.247210000	73.4	3.435			
T	2016-02-11 07:59:23	47.717934000	-122.247205000	73.5	3.435			
T	2016-02-11 07:59:24	47.717931000	-122.247197000	73.5	3.436			
T	2016-02-11 07:59:25	47.717928000	-122.247196000	73.6	3.436			
T	2016-02-11 07:59:26	47.717927000	-122.247192000	73.6	3.436			
T	2016-02-11 07:59:27	47.717926000	-122.247189000	73.7	3.437			
T	2016-02-11 07:59:28	47.717926000	-122.247190000	73.8	3.437			
T	2016-02-11 07:59:29	47.717932000	-122.247189000	73.9	3.437			
T	2016-02-11 07:59:30	47.717938000	-122.247193000	73.9	3.437			
T	2016-02-11 07:59:31	47.717944000	-122.247199000	73.9	3.438			
T	2016-02-11 07:59:32	47.717951000	-122.247207000	73.9	3.438	1		
T	2016-02-11 07:59:36	47.717972000	-122.247254000	73.9	3.443			
T	2016-02-11 07:59:37	47.717980000	-122.247257000	73.9	3.443			
T	2016-02-11 07:59:38	47.717984000	-122.247257000	73.9	3.444			
T	2016-02-11 07:59:39	47.717987000	-122.247255000	73.9	3.444			
T	2016-02-11 07:59:40	47.717989000	-122.247253000	74.0	3.444			
T	2016-02-11 07:59:41	47.717990000	-122.247246000	74.1	3.444			
T	2016-02-11 07:59:42	47.717989000	-122.247240000	74.2	3.444			
T	2016-02-11 07:59:43	47.717989000	-122.247236000	74.3	3.444			
T	2016-02-11 07:59:44	47.717988000	-122.247236000	74.3	3.444			
T	2016-02-11 07:59:45	47.717984000	-122.247237000	74.3	3.444			
T	2016-02-11 07:59:46	47.717984000	-122.247239000	74.4	3.444			
T	2016-02-11 07:59:47	47.717980000	-122.247239000	74.4	3.444			
T	2016-02-11 07:59:48	47.717980000	-122.247241000	74.4	3.444			
T	2016-02-11 07:59:49	47.717979000	-122.247238000	74.5	3.444			
T	2016-02-11 07:59:50	47.717979000	-122.247236000	74.5	3.444			
T	2016-02-11 07:59:51	47.717976000	-122.247234000	74.5	3.444			
T	2016-02-11 07:59:52	47.717976000	-122.247233000	74.6	3.444			
T	2016-02-11 07:59:53	47.717973000	-122.247232000	74.6	3.444			
T	2016-02-11 07:59:54	47.717972000	-122.247232000	74.7	3.444			
T	2016-02-11 07:59:55	47.717969000	-122.247230000	74.7	3.444			
T	2016-02-11 07:59:56	47.717969000	-122.247231000	74.8	3.444			
T	2016-02-11 07:59:57	47.717967000	-122.247230000	74.8	3.444			
T	2016-02-11 07:59:58	47.717967000	-122.247233000	74.8	3.444			
T	2016-02-11 07:59:59	47.717967000	-122.247233000	74.8	3.444			
T	2016-02-11 08:00:00	47.717967000	-122.247233000	74.8	3.444			
T	2016-02-11 08:00:01	47.717967000	-122.247232000	74.8	3.444			
T	2016-02-11 08:00:02	47.717966000	-122.247235000	74.9	3.444			
T	2016-02-11 08:00:03	47.717965000	-122.247236000	74.9	3.444			
T	2016-02-11 08:00:04	47.717967000	-122.247238000	75.0	3.445			
T	2016-02-11 08:00:05	47.717967000	-122.247238000	75.0	3.445			
T	2016-02-11 08:00:06	47.717969000	-122.247241000	75.1	3.445			
T	2016-02-11 08:00:07	47.717969000	-122.247241000	75.1	3.445			
T	2016-02-11 08:00:08	47.717971000	-122.247242000	75.2	3.445			
T	2016-02-11 08:00:09	47.717971000	-122.247242000	75.2	3.445			
T	2016-02-11 08:00:10	47.717973000	-122.247243000	75.3	3.445			
T	2016-02-11 08:00:11	47.717974000	-122.247241000	75.3	3.445			
T	2016-02-11 08:00:12	47.717973000	-122.247244000	75.4	3.445			
T	2016-02-11 08:00:13	47.717973000	-122.247244000	75.4	3.445			
T	2016-02-11 08:00:14	47.717970000	-122.247251000	75.5	3.446			
T	2016-02-11 08:00:15	47.717969000	-122.247245000	75.5	3.446			
T	2016-02-11 08:00:16	47.717971000	-122.247249000	75.5	3.446			
T	2016-02-11 08:00:17	47.717958000	-122.247227000	75.5	3.446			
T	2016-02-11 08:00:18	47.717959000	-122.247228000	75.6	3.446			
T	2016-02-11 08:00:19	47.717962000	-122.247228000	75.6	3.446			
T	2016-02-11 08:00:20	47.717965000	-122.247228000	75.6	3.447			
T	2016-02-11 08:00:21	47.717962000	-122.247217000	75.7	3.447			
T	2016-02-11 08:00:22	47.717961000	-122.247216000	75.8	3.447			
T	2016-02-11 08:00:23	47.717955000	-122.247208000	75.8	3.447			
T	2016-02-11 08:00:24	47.717954000	-122.247204000	75.9	3.447			
T	2016-02-11 08:00:25	47.717958000	-122.247209000	76.0	3.447			
T	2016-02-11 08:00:26	47.717957000	-122.247203000	76.1	3.447			
T	2016-02-11 08:00:27	47.717956000	-122.247198000	76.1	3.447			
T	2016-02-11 08:00:28	47.717955000	-122.247188000	76.1	3.447			
T	2016-02-11 08:00:29	47.717952000	-122.247174000	76.2	3.447			
T	2016-02-11 08:00:30	47.717953000	-122.247163000	76.2	3.447			
T	2016-02-11 08:00:31	47.717959000	-122.247154000	76.2	3.447			
T	2016-02-11 08:00:32	47.717965000	-122.247145000	76.2	3.447			
T	2016-02-11 08:00:33	47.717967000	-122.247125000	76.2	3.447			
T	2016-02-11 08:00:34	47.717970000	-122.247102000	76.2	3.447			
T	2016-02-11 08:00:35	47.717973000	-122.247079000	76.2	3.447			
T	2016-02-11 08:00:36	47.717975000	-122.247057000	76.3	3.447			
T	2016-02-11 08:00:37	47.717978000	-122.247041000	76.4	3.447			
T	2016-02-11 08:00:38	47.717979000	-122.247026000	76.4	3.447			
T	2016-02-11 08:00:39	47.717980000	-122.247010000	76.5	3.447			
T	2016-02-11 08:00:40	47.717983000	-122.247005000	76.5	3.447			
T	2016-02-11 08:00:41	47.717985000	-122.246997000	76.6	3.447			
T	2016-02-11 08:00:42	47.717986000	-122.246990000	76.6	3.447			
T	2016-02-11 08:00:43	47.717986000	-122.246985000	76.7	3.447			
T	2016-02-11 08:00:44	47.717987000	-122.246983000	76.8	3.447			
T	2016-02-11 08:00:45	47.717987000	-122.246981000	76.9	3.447			
T	2016-02-11 08:00:46	47.717988000	-122.246984000	76.9	3.448			
T	2016-02-11 08:00:47	47.717988000	-122.246991000	76.9	3.448			
T	2016-02-11 08:00:48	47.717990000	-122.247003000	77.0	3.449			
T	2016-02-11 08:00:49	47.717992000	-122.247020000	77.0	3.450			
T	2016-02-11 08:00:50	47.717995000	-122.247038000	77.1	3.451			
T	2016-02-11 08:00:51	47.717994000	-122.247060000	77.1	3.452			
T	2016-02-11 08:00:52	47.717982000	-122.247098000	77.2	3.453			
T	2016-02-11 08:00:53	47.717981000	-122.247122000	77.2	3.454			
T	2016-02-11 08:00:54	47.717982000	-122.247142000	77.3	3.455			
T	2016-02-11 08:00:55	47.717980000	-122.247158000	77.3	3.456			
T	2016-02-11 08:00:56	47.717985000	-122.247159000	77.3	3.456			
T	2016-02-11 08:00:57	47.717991000	-122.247155000	77.4	3.457			
T	2016-02-11 08:00:58	47.717988000	-122.247161000	77.3	3.457			
T	2016-02-11 08:00:59	47.717992000	-122.247164000	77.4	3.457			
T	2016-02-11 08:01:00	47.717997000	-122.247161000	77.4	3.458			
T	2016-02-11 08:01:01	47.718003000	-122.247157000	77.5	3.458			
T	2016-02-11 08:01:02	47.718006000	-122.247148000	77.5	3.458			
T	2016-02-11 08:01:03	47.718008000	-122.247153000	77.6	3.458			
T	2016-02-11 08:01:04	47.718002000	-122.247134000	77.6	3.458			
T	2016-02-11 08:01:05	47.718023000	-122.247154000	77.6	3.461			
T	2016-02-11 08:01:06	47.718050000	-122.247176000	77.7	3.464			
T	2016-02-11 08:01:07	47.718070000	-122.247195000	77.7	3.467			
T	2016-02-11 08:01:08	47.718089000	-122.247208000	77.8	3.469			
T	2016-02-11 08:01:09	47.718110000	-122.247220000	77.9	3.471			
T	2016-02-11 08:01:10	47.718118000	-122.247212000	77.9	3.472			
T	2016-02-11 08:01:11	47.718133000	-122.247218000	78.0	3.473			
T	2016-02-11 08:01:12	47.718151000	-122.247223000	78.0	3.475			
T	2016-02-11 08:01:13	47.718167000	-122.247230000	78.0	3.476			
T	2016-02-11 08:01:14	47.718173000	-122.247226000	78.1	3.477			
T	2016-02-11 08:01:15	47.718174000	-122.247221000	78.1	3.477			
T	2016-02-11 08:01:16	47.718169000	-122.247214000	78.2	3.477			
T	2016-02-11 08:01:17	47.718171000	-122.247208000	78.2	3.477			
T	2016-02-11 08:01:18	47.718164000	-122.247204000	78.2	3.477			
T	2016-02-11 08:01:19	47.718177000	-122.247199000	78.2	3.477			
T	2016-02-11 08:01:20	47.718185000	-122.247199000	78.3	3.478			
T	2016-02-11 08:01:21	47.718191000	-122.247204000	78.3	3.479			
T	2016-02-11 08:01:22	47.718197000	-122.247210000	78.4	3.480			
T	2016-02-11 08:01:23	47.718203000	-122.247217000	78.5	3.480			
T	2016-02-11 08:01:24	47.718211000	-122.247231000	78.5	3.482			
T	2016-02-11 08:01:25	47.718220000	-122.247248000	78.5	3.483			
T	2016-02-11 08:01:26	47.718218000	-122.247261000	78.6	3.484			
T	2016-02-11 08:01:27	47.718216000	-122.247268000	78.6	3.484			
T	2016-02-11 08:01:28	47.718212000	-122.247273000	78.7	3.484			
T	2016-02-11 08:01:29	47.718201000	-122.247273000	78.7	3.484			
T	2016-02-11 08:01:30	47.718191000	-122.247274000	78.8	3.484			
T	2016-02-11 08:01:31	47.718175000	-122.247266000	78.8	3.484			
T	2016-02-11 08:01:32	47.718158000	-122.247259000	78.9	3.484			
T	2016-02-11 08:01:33	47.718142000	-122.247252000	78.9	3.484			
T	2016-02-11 08:01:34	47.718127000	-122.247245000	79.0	3.484			
T	2016-02-11 08:01:35	47.718109000	-122.247234000	79.1	3.484			
T	2016-02-11 08:01:36	47.718093000	-122.247222000	79.1	3.484			
T	2016-02-11 08:01:37	47.718078000	-122.247213000	79.2	3.484			
T	2016-02-11 08:01:38	47.718066000	-122.247206000	79.2	3.484			
T	2016-02-11 08:01:39	47.718059000	-122.247207000	79.3	3.484			
T	2016-02-11 08:01:40	47.718047000	-122.247195000	79.4	3.484			
T	2016-02-11 08:01:41	47.718040000	-122.247195000	79.5	3.484			
T	2016-02-11 08:01:42	47.718033000	-122.247200000	79.5	3.484			
T	2016-02-11 08:01:43	47.718028000	-122.247191000	79.6	3.484			
T	2016-02-11 08:01:44	47.718024000	-122.247190000	79.5	3.484			
T	2016-02-11 08:01:45	47.718024000	-122.247194000	79.5	3.484			
T	2016-02-11 08:01:46	47.718023000	-122.247196000	79.6	3.484			
T	2016-02-11 08:01:47	47.718023000	-122.247195000	79.6	3.484			
T	2016-02-11 08:01:48	47.718022000	-122.247190000	79.7	3.484			
T	2016-02-11 08:01:49	47.718021000	-122.247189000	79.8	3.484			
T	2016-02-11 08:01:50	47.718023000	-122.247189000	79.9	3.484			
T	2016-02-11 08:01:51	47.718025000	-122.247193000	79.9	3.485			
T	2016-02-11 08:01:52	47.718026000	-122.247196000	80.0	3.485			
T	2016-02-11 08:01:53	47.718026000	-122.247197000	80.0	3.485			
T	2016-02-11 08:01:54	47.718027000	-122.247195000	80.0	3.485			
T	2016-02-11 08:01:55	47.718028000	-122.247197000	80.0	3.485			
T	2016-02-11 08:01:56	47.718029000	-122.247202000	80.1	3.486			
T	2016-02-11 08:01:57	47.718027000	-122.247201000	80.1	3.486			
T	2016-02-11 08:01:58	47.718025000	-122.247197000	80.2	3.486			
T	2016-02-11 08:01:59	47.718014000	-122.247173000	80.3	3.486			
T	2016-02-11 08:02:00	47.718002000	-122.247143000	80.3	3.486			
T	2016-02-11 08:02:01	47.718004000	-122.247120000	80.4	3.486			
T	2016-02-11 08:02:02	47.718001000	-122.247125000	80.4	3.486			
T	2016-02-11 08:02:03	47.718000000	-122.247137000	80.4	3.486			
T	2016-02-11 08:02:04	47.717997000	-122.247148000	80.5	3.487			
T	2016-02-11 08:02:05	47.717997000	-122.247163000	80.5	3.487			
T	2016-02-11 08:02:06	47.717998000	-122.247173000	80.5	3.488			
T	2016-02-11 08:02:07	47.717997000	-122.247192000	80.6	3.489			
T	2016-02-11 08:02:08	47.717989000	-122.247212000	80.6	3.489			
T	2016-02-11 08:02:09	47.717983000	-122.247235000	80.7	3.490			
T	2016-02-11 08:02:10	47.717976000	-122.247248000	80.7	3.490			
T	2016-02-11 08:02:11	47.717969000	-122.247266000	80.8	3.490			
T	2016-02-11 08:02:12	47.717962000	-122.247276000	80.8	3.492			
T	2016-02-11 08:02:13	47.717964000	-122.247282000	80.8	3.492			
T	2016-02-11 08:02:14	47.717969000	-122.247284000	80.8	3.492			
T	2016-02-11 08:02:15	47.717977000	-122.247285000	80.9	3.492			
T	2016-02-11 08:02:16	47.717984000	-122.247284000	81.0	3.492			
T	2016-02-11 08:02:17	47.717993000	-122.247280000	81.0	3.492			
T	2016-02-11 08:02:18	47.717992000	-122.247282000	81.0	3.492			
T	2016-02-11 08:02:19	47.717986000	-122.247295000	81.1	3.493			
T	2016-02-11 08:02:20	47.717985000	-122.247296000	81.1	3.493			
T	2016-02-11 08:02:21	47.717981000	-122.247296000	81.1	3.493			
T	2016-02-11 08:02:22	47.717985000	-122.247288000	81.2	3.493			
T	2016-02-11 08:02:23	47.717989000	-122.247284000	81.2	3.493			
T	2016-02-11 08:02:24	47.717995000	-122.247275000	81.2	3.493			
T	2016-02-11 08:02:25	47.718003000	-122.247267000	81.3	3.493			
T	2016-02-11 08:02:26	47.718004000	-122.247259000	81.3	3.493			
T	2016-02-11 08:02:27	47.718025000	-122.247242000	81.4	3.493			
T	2016-02-11 08:02:28	47.718041000	-122.247229000	81.4	3.493			
T	2016-02-11 08:02:29	47.718040000	-122.247225000	81.5	3.493			
T	2016-02-11 08:02:30	47.718034000	-122.247221000	81.5	3.494			
T	2016-02-11 08:02:31	47.718025000	-122.247222000	81.5	3.495			
T	2016-02-11 08:02:32	47.718032000	-122.247233000	81.5	3.495			
T	2016-02-11 08:02:33	47.718025000	-122.247240000	81.6	3.495			
T	2016-02-11 08:02:34	47.718017000	-122.247245000	81.6	3.496			
T	2016-02-11 08:02:35	47.718010000	-122.247249000	81.6	3.497			
T	2016-02-11 08:02:36	47.718004000	-122.247251000	81.6	3.498			
T	2016-02-11 08:02:37	47.717996000	-122.247261000	81.7	3.499			
T	2016-02-11 08:02:38	47.717993000	-122.247269000	81.7	3.500			
T	2016-02-11 08:02:39	47.717993000	-122.247276000	81.7	3.500			
T	2016-02-11 08:02:40	47.717999000	-122.247276000	81.8	3.500			
T	2016-02-11 08:02:41	47.718006000	-122.247274000	81.9	3.500			
T	2016-02-11 08:02:42	47.718009000	-122.247276000	81.9	3.500			
T	2016-02-11 08:02:43	47.718014000	-122.247275000	82.0	3.500			
T	2016-02-11 08:02:44	47.718016000	-122.247273000	82.0	3.500			
T	2016-02-11 08:02:45	47.718016000	-122.247271000	82.1	3.500			
T	2016-02-11 08:02:46	47.718020000	-122.247274000	82.1	3.500			
T	2016-02-11 08:02:47	47.718017000	-122.247273000	82.2	3.500			
T	2016-02-11 08:02:48	47.718020000	-122.247279000	82.2	3.501			
T	2016-02-11 08:02:49	47.718018000	-122.247278000	82.3	3.501			
T	2016-02-11 08:02:50	47.718019000	-122.247279000	82.2	3.501			
T	2016-02-11 08:02:51	47.718012000	-122.247274000	82.2	3.501			
T	2016-02-11 08:02:52	47.718011000	-122.247275000	82.3	3.501			
T	2016-02-11 08:02:53	47.717995000	-122.247261000	82.4	3.501			
T	2016-02-11 08:02:54	47.717996000	-122.247262000	82.4	3.501			
T	2016-02-11 08:02:55	47.717986000	-122.247245000	82.5	3.501			
T	2016-02-11 08:02:56	47.717978000	-122.247230000	82.5	3.501			
T	2016-02-11 08:02:57	47.717973000	-122.247222000	82.5	3.501			
T	2016-02-11 08:02:58	47.717971000	-122.247218000	82.6	3.501			
T	2016-02-11 08:02:59	47.717969000	-122.247225000	82.7	3.501			
T	2016-02-11 08:03:00	47.717967000	-122.247230000	82.7	3.501			
T	2016-02-11 08:03:01	47.717965000	-122.247236000	82.7	3.501			
T	2016-02-11 08:03:02	47.717963000	-122.247238000	82.7	3.501			
T	2016-02-11 08:03:03	47.717961000	-122.247234000	82.8	3.501			
T	2016-02-11 08:03:04	47.717959000	-122.247235000	82.8	3.501			
T	2016-02-11 08:03:05	47.717957000	-122.247230000	82.9	3.501			
T	2016-02-11 08:03:06	47.717955000	-122.247235000	82.9	3.502			
T	2016-02-11 08:03:07	47.717952000	-122.247238000	83.0	3.502			
T	2016-02-11 08:03:08	47.717950000	-122.247238000	83.0	3.502			
T	2016-02-11 08:03:09	47.717946000	-122.247246000	83.1	3.502			
T	2016-02-11 08:03:10	47.717947000	-122.247242000	83.1	3.502			
