type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2016-02-11 05:25:44	47.718041000	-122.247265000	104.5	1.324			
T	2016-02-11 05:25:45	47.718047000	-122.247270000	104.5	1.324			
T	2016-02-11 05:25:46	47.718050000	-122.247270000	104.5	1.324			
T	2016-02-11 05:25:47	47.718054000	-122.247272000	104.5	1.324			
T	2016-02-11 05:25:48	47.718057000	-122.247273000	104.4	1.324			
T	2016-02-11 05:25:49	47.718061000	-122.247274000	104.4	1.324			
T	2016-02-11 05:25:50	47.718063000	-122.247274000	104.4	1.324			
T	2016-02-11 05:25:51	47.718066000	-122.247273000	104.3	1.324			
T	2016-02-11 05:25:52	47.718068000	-122.247273000	104.3	1.324			
T	2016-02-11 05:25:53	47.718072000	-122.247272000	104.4	1.324			
T	2016-02-11 05:25:54	47.718076000	-122.247268000	104.3	1.324			
T	2016-02-11 05:25:55	47.718080000	-122.247263000	104.3	1.324			
T	2016-02-11 05:25:56	47.718088000	-122.247257000	104.3	1.324			
T	2016-02-11 05:25:57	47.718098000	-122.247248000	104.3	1.324			
T	2016-02-11 05:25:58	47.718101000	-122.247247000	104.3	1.324			
T	2016-02-11 05:25:59	47.718090000	-122.247244000	104.3	1.325			
T	2016-02-11 05:26:00	47.718094000	-122.247244000	104.4	1.325			
T	2016-02-11 05:26:01	47.718089000	-122.247244000	104.4	1.326			
T	2016-02-11 05:26:02	47.718092000	-122.247245000	104.4	1.326			
T	2016-02-11 05:26:03	47.718087000	-122.247245000	104.4	1.326			
T	2016-02-11 05:26:04	47.718096000	-122.247240000	104.4	1.326			
T	2016-02-11 05:26:05	47.718090000	-122.247247000	104.4	1.327			
T	2016-02-11 05:26:06	47.718088000	-122.247253000	104.3	1.327			
T	2016-02-11 05:26:07	47.718084000	-122.247261000	104.3	1.328			
T	2016-02-11 05:26:08	47.718082000	-122.247265000	104.3	1.328			
T	2016-02-11 05:26:09	47.718077000	-122.247271000	104.3	1.328			
T	2016-02-11 05:26:10	47.718074000	-122.247274000	104.3	1.329			
T	2016-02-11 05:26:11	47.718068000	-122.247278000	104.2	1.330			
T	2016-02-11 05:26:12	47.718065000	-122.247279000	104.2	1.330			
T	2016-02-11 05:26:13	47.718056000	-122.247280000	104.2	1.331			
T	2016-02-11 05:26:14	47.718053000	-122.247282000	104.1	1.331			
T	2016-02-11 05:26:15	47.718045000	-122.247284000	104.1	1.332			
T	2016-02-11 05:26:16	47.718055000	-122.247277000	104.1	1.332			
T	2016-02-11 05:26:17	47.718057000	-122.247276000	104.1	1.332			
T	2016-02-11 05:26:18	47.718051000	-122.247278000	104.1	1.333			
T	2016-02-11 05:26:19	47.718060000	-122.247276000	104.1	1.333			
T	2016-02-11 05:26:20	47.718068000	-122.247284000	104.0	1.333			
T	2016-02-11 05:26:21	47.718078000	-122.247287000	104.0	1.333			
T	2016-02-11 05:26:22	47.718081000	-122.247291000	104.0	1.333			
T	2016-02-11 05:26:23	47.718078000	-122.247295000	104.0	1.333			
T	2016-02-11 05:26:24	47.718079000	-122.247296000	104.0	1.333			
T	2016-02-11 05:26:25	47.718076000	-122.247300000	104.0	1.333			
T	2016-02-11 05:26:26	47.718077000	-122.247305000	104.0	1.333			
T	2016-02-11 05:26:27	47.718078000	-122.247310000	104.0	1.333			
T	2016-02-11 05:26:28	47.718077000	-122.247310000	104.0	1.334			
T	2016-02-11 05:26:29	47.718073000	-122.247310000	104.0	1.334			
T	2016-02-11 05:26:30	47.718073000	-122.247305000	104.0	1.334			
T	2016-02-11 05:26:31	47.718081000	-122.247296000	103.9	1.335			
T	2016-02-11 05:26:32	47.718092000	-122.247285000	103.9	1.336			
T	2016-02-11 05:26:33	47.718100000	-122.247281000	104.0	1.337			
T	2016-02-11 05:26:34	47.718110000	-122.247268000	104.0	1.339			
T	2016-02-11 05:26:35	47.718117000	-122.247264000	104.0	1.340			
T	2016-02-11 05:26:36	47.718125000	-122.247257000	104.0	1.341			
T	2016-02-11 05:26:37	47.718125000	-122.247247000	104.0	1.341			
T	2016-02-11 05:26:38	47.718140000	-122.247228000	103.9	1.343			
T	2016-02-11 05:26:39	47.718141000	-122.247218000	103.9	1.344			
T	2016-02-11 05:26:40	47.718138000	-122.247220000	103.9	1.344			
T	2016-02-11 05:26:41	47.718135000	-122.247221000	103.9	1.344			
T	2016-02-11 05:26:42	47.718130000	-122.247222000	103.8	1.344			
T	2016-02-11 05:26:43	47.718124000	-122.247222000	103.8	1.344			
T	2016-02-11 05:26:44	47.718118000	-122.247221000	103.7	1.344			
T	2016-02-11 05:26:45	47.718112000	-122.247219000	103.6	1.344			
T	2016-02-11 05:26:46	47.718108000	-122.247219000	103.6	1.344			
T	2016-02-11 05:26:47	47.718104000	-122.247219000	103.6	1.344			
T	2016-02-11 05:26:48	47.718100000	-122.247219000	103.6	1.344			
T	2016-02-11 05:26:49	47.718095000	-122.247220000	103.7	1.344			
T	2016-02-11 05:26:50	47.718090000	-122.247220000	103.7	1.344			
T	2016-02-11 05:26:51	47.718084000	-122.247220000	103.7	1.344			
T	2016-02-11 05:26:52	47.718076000	-122.247219000	103.6	1.344			
T	2016-02-11 05:26:53	47.718068000	-122.247218000	103.5	1.344			
T	2016-02-11 05:26:54	47.718062000	-122.247219000	103.4	1.344			
T	2016-02-11 05:26:55	47.718057000	-122.247220000	103.4	1.344			
T	2016-02-11 05:26:56	47.718052000	-122.247220000	103.4	1.344			
T	2016-02-11 05:26:57	47.718047000	-122.247219000	103.4	1.344			
T	2016-02-11 05:26:58	47.718042000	-122.247219000	103.5	1.344			
T	2016-02-11 05:26:59	47.718036000	-122.247220000	103.5	1.344			
T	2016-02-11 05:27:00	47.718028000	-122.247220000	103.4	1.344			
T	2016-02-11 05:27:01	47.718022000	-122.247221000	103.4	1.344			
T	2016-02-11 05:27:02	47.718016000	-122.247222000	103.4	1.344			
T	2016-02-11 05:27:03	47.718009000	-122.247223000	103.5	1.344			
T	2016-02-11 05:27:04	47.718000000	-122.247216000	103.4	1.344			
T	2016-02-11 05:27:05	47.717990000	-122.247211000	103.4	1.344			
T	2016-02-11 05:27:06	47.717981000	-122.247207000	103.4	1.344			
T	2016-02-11 05:27:07	47.717974000	-122.247207000	103.4	1.344			
T	2016-02-11 05:27:08	47.717969000	-122.247209000	103.4	1.344			
T	2016-02-11 05:27:09	47.717957000	-122.247205000	103.5	1.344			
T	2016-02-11 05:27:10	47.717947000	-122.247202000	103.5	1.344			
T	2016-02-11 05:27:11	47.717939000	-122.247201000	103.5	1.344			
T	2016-02-11 05:27:12	47.717932000	-122.247201000	103.5	1.344			
T	2016-02-11 05:27:13	47.717926000	-122.247201000	103.4	1.344			
T	2016-02-11 05:27:14	47.717920000	-122.247202000	103.4	1.344			
T	2016-02-11 05:27:15	47.717914000	-122.247204000	103.4	1.344			
T	2016-02-11 05:27:16	47.717911000	-122.247207000	103.4	1.344			
T	2016-02-11 05:27:17	47.717907000	-122.247209000	103.5	1.344			
T	2016-02-11 05:27:18	47.717904000	-122.247210000	103.5	1.344			
T	2016-02-11 05:27:19	47.717902000	-122.247211000	103.5	1.344			
T	2016-02-11 05:27:20	47.717901000	-122.247212000	103.6	1.344			
T	2016-02-11 05:27:21	47.717899000	-122.247213000	103.6	1.344			
T	2016-02-11 05:27:22	47.717897000	-122.247214000	103.5	1.344			
T	2016-02-11 05:27:23	47.717896000	-122.247215000	103.5	1.344			
T	2016-02-11 05:27:24	47.717895000	-122.247216000	103.5	1.344			
T	2016-02-11 05:27:25	47.717894000	-122.247218000	103.5	1.344			
T	2016-02-11 05:27:26	47.717894000	-122.247220000	103.5	1.344			
T	2016-02-11 05:27:27	47.717895000	-122.247222000	103.5	1.344			
T	2016-02-11 05:27:28	47.717894000	-122.247224000	103.5	1.344			
T	2016-02-11 05:27:29	47.717895000	-122.247230000	103.5	1.344			
T	2016-02-11 05:27:30	47.717894000	-122.247232000	103.5	1.344			
T	2016-02-11 05:27:31	47.717893000	-122.247235000	103.5	1.344			
T	2016-02-11 05:27:32	47.717897000	-122.247243000	103.6	1.344			
T	2016-02-11 05:27:33	47.717898000	-122.247244000	103.6	1.344			
T	2016-02-11 05:27:34	47.717898000	-122.247244000	103.7	1.344			
T	2016-02-11 05:27:35	47.717897000	-122.247243000	103.6	1.344			
T	2016-02-11 05:27:36	47.717890000	-122.247237000	103.6	1.344			
T	2016-02-11 05:27:37	47.717882000	-122.247231000	103.6	1.344			
T	2016-02-11 05:27:38	47.717876000	-122.247226000	103.6	1.344			
T	2016-02-11 05:27:39	47.717871000	-122.247221000	103.7	1.344			
T	2016-02-11 05:27:40	47.717871000	-122.247221000	103.7	1.344			
T	2016-02-11 05:27:41	47.717871000	-122.247220000	103.6	1.344			
T	2016-02-11 05:27:42	47.717871000	-122.247220000	103.6	1.344			
T	2016-02-11 05:27:43	47.717870000	-122.247220000	103.6	1.344			
T	2016-02-11 05:27:44	47.717868000	-122.247220000	103.5	1.344			
T	2016-02-11 05:27:45	47.717866000	-122.247221000	103.5	1.344			
T	2016-02-11 05:27:46	47.717864000	-122.247222000	103.6	1.344			
T	2016-02-11 05:27:47	47.717864000	-122.247222000	103.6	1.344			
T	2016-02-11 05:27:48	47.717865000	-122.247222000	103.7	1.344			
T	2016-02-11 05:27:49	47.717866000	-122.247223000	103.7	1.344			
T	2016-02-11 05:27:50	47.717867000	-122.247224000	103.7	1.344			
T	2016-02-11 05:27:51	47.717867000	-122.247221000	103.7	1.344			
T	2016-02-11 05:27:52	47.717860000	-122.247223000	103.8	1.344			
T	2016-02-11 05:27:53	47.717864000	-122.247217000	103.8	1.345			
T	2016-02-11 05:27:54	47.717870000	-122.247216000	103.9	1.345			
T	2016-02-11 05:27:55	47.717874000	-122.247221000	103.9	1.346			
T	2016-02-11 05:27:56	47.717876000	-122.247230000	103.9	1.346			
T	2016-02-11 05:27:57	47.717882000	-122.247238000	103.9	1.346			
T	2016-02-11 05:27:58	47.717887000	-122.247247000	103.8	1.346			
T	2016-02-11 05:27:59	47.717892000	-122.247256000	103.8	1.346			
T	2016-02-11 05:28:00	47.717896000	-122.247258000	103.8	1.347			
T	2016-02-11 05:28:01	47.717902000	-122.247266000	103.7	1.347			
T	2016-02-11 05:28:02	47.717906000	-122.247270000	103.8	1.347			
T	2016-02-11 05:28:03	47.717907000	-122.247275000	103.8	1.347			
T	2016-02-11 05:28:04	47.717909000	-122.247288000	103.9	1.347			
T	2016-02-11 05:28:05	47.717908000	-122.247301000	103.9	1.348			
T	2016-02-11 05:28:06	47.717907000	-122.247312000	103.9	1.349			
T	2016-02-11 05:28:07	47.717899000	-122.247314000	103.9	1.350			
T	2016-02-11 05:28:08	47.717889000	-122.247319000	104.0	1.351			
T	2016-02-11 05:28:09	47.717869000	-122.247318000	104.0	1.353			
T	2016-02-11 05:28:10	47.717855000	-122.247322000	103.9	1.355			
T	2016-02-11 05:28:11	47.717838000	-122.247325000	104.0	1.356			
T	2016-02-11 05:28:12	47.717820000	-122.247331000	103.9	1.359			
T	2016-02-11 05:28:13	47.717818000	-122.247334000	103.9	1.359			
T	2016-02-11 05:28:14	47.717799000	-122.247349000	103.9	1.361			
T	2016-02-11 05:28:15	47.717781000	-122.247358000	103.9	1.363			
T	2016-02-11 05:28:16	47.717770000	-122.247357000	104.0	1.364			
T	2016-02-11 05:28:17	47.717762000	-122.247357000	103.9	1.365			
T	2016-02-11 05:28:18	47.717746000	-122.247358000	104.0	1.367			
T	2016-02-11 05:28:19	47.717735000	-122.247370000	103.9	1.368			
T	2016-02-11 05:28:20	47.717721000	-122.247384000	103.9	1.370			
T	2016-02-11 05:28:21	47.717716000	-122.247379000	103.9	1.370			
T	2016-02-11 05:28:22	47.717691000	-122.247389000	103.9	1.373			
T	2016-02-11 05:28:23	47.717685000	-122.247378000	103.9	1.373			
T	2016-02-11 05:28:24	47.717700000	-122.247359000	104.0	1.373			
T	2016-02-11 05:28:25	47.717701000	-122.247348000	104.0	1.373			
T	2016-02-11 05:28:26	47.717700000	-122.247346000	104.0	1.373			
T	2016-02-11 05:28:27	47.717702000	-122.247339000	104.0	1.373			
T	2016-02-11 05:28:28	47.717696000	-122.247313000	104.0	1.374			
T	2016-02-11 05:28:29	47.717690000	-122.247291000	104.0	1.375			
T	2016-02-11 05:28:30	47.717668000	-122.247279000	104.1	1.378			
T	2016-02-11 05:28:31	47.717667000	-122.247269000	104.1	1.378			
T	2016-02-11 05:28:32	47.717657000	-122.247267000	104.1	1.379			
T	2016-02-11 05:28:33	47.717650000	-122.247243000	104.1	1.380			
T	2016-02-11 05:28:34	47.717642000	-122.247222000	104.1	1.381			
T	2016-02-11 05:28:35	47.717639000	-122.247203000	104.1	1.382			
T	2016-02-11 05:28:36	47.717639000	-122.247190000	104.2	1.382			
T	2016-02-11 05:28:37	47.717635000	-122.247177000	104.2	1.383			
T	2016-02-11 05:28:38	47.717643000	-122.247179000	104.2	1.383			
T	2016-02-11 05:28:39	47.717644000	-122.247174000	104.2	1.383			
T	2016-02-11 05:28:40	47.717648000	-122.247166000	104.2	1.383			
T	2016-02-11 05:28:41	47.717645000	-122.247162000	104.2	1.383			
T	2016-02-11 05:28:42	47.717647000	-122.247168000	104.2	1.383			
T	2016-02-11 05:28:43	47.717642000	-122.247165000	104.3	1.384			
T	2016-02-11 05:28:44	47.717648000	-122.247166000	104.4	1.384			
T	2016-02-11 05:28:45	47.717650000	-122.247164000	104.4	1.384			
T	2016-02-11 05:28:46	47.717656000	-122.247159000	104.4	1.384			
T	2016-02-11 05:28:47	47.717658000	-122.247147000	104.5	1.384			
T	2016-02-11 05:28:48	47.717665000	-122.247135000	104.5	1.384			
T	2016-02-11 05:28:49	47.717669000	-122.247118000	104.5	1.385			
T	2016-02-11 05:28:50	47.717676000	-122.247107000	104.6	1.386			
T	2016-02-11 05:28:51	47.717686000	-122.247095000	104.6	1.386			
T	2016-02-11 05:28:52	47.717698000	-122.247092000	104.6	1.386			
T	2016-02-11 05:28:53	47.717692000	-122.247095000	104.5	1.386			
T	2016-02-11 05:28:54	47.717678000	-122.247110000	104.5	1.386			
T	2016-02-11 05:28:55	47.717667000	-122.247125000	104.5	1.386			
T	2016-02-11 05:28:56	47.717667000	-122.247137000	104.7	1.387			
T	2016-02-11 05:28:57	47.717662000	-122.247151000	104.7	1.388			
T	2016-02-11 05:28:58	47.717664000	-122.247160000	104.8	1.388			
T	2016-02-11 05:28:59	47.717671000	-122.247162000	104.9	1.389			
T	2016-02-11 05:29:00	47.717666000	-122.247170000	104.8	1.389			
T	2016-02-11 05:29:01	47.717661000	-122.247184000	104.8	1.390			
T	2016-02-11 05:29:02	47.717649000	-122.247201000	104.8	1.390			
T	2016-02-11 05:29:03	47.717642000	-122.247214000	104.8	1.391			
T	2016-02-11 05:29:04	47.717632000	-122.247217000	104.9	1.391			
T	2016-02-11 05:29:05	47.717626000	-122.247228000	104.9	1.391			
T	2016-02-11 05:29:06	47.717622000	-122.247236000	104.9	1.391			
T	2016-02-11 05:29:07	47.717618000	-122.247239000	105.0	1.391			
T	2016-02-11 05:29:08	47.717609000	-122.247233000	105.0	1.391			
T	2016-02-11 05:29:09	47.717607000	-122.247233000	105.0	1.391			
T	2016-02-11 05:29:10	47.717607000	-122.247237000	105.1	1.392			
T	2016-02-11 05:29:11	47.717615000	-122.247252000	105.2	1.393			
T	2016-02-11 05:29:12	47.717623000	-122.247277000	105.2	1.395			
T	2016-02-11 05:29:13	47.717627000	-122.247288000	105.2	1.396			
T	2016-02-11 05:29:14	47.717628000	-122.247298000	105.2	1.397			
T	2016-02-11 05:29:15	47.717630000	-122.247302000	105.2	1.397			
T	2016-02-11 05:29:16	47.717630000	-122.247315000	105.2	1.398			
T	2016-02-11 05:29:17	47.717635000	-122.247317000	105.3	1.398			
T	2016-02-11 05:29:18	47.717627000	-122.247320000	105.3	1.398			
T	2016-02-11 05:29:19	47.717621000	-122.247315000	105.3	1.398			
T	2016-02-11 05:29:20	47.717615000	-122.247301000	105.3	1.398			
T	2016-02-11 05:29:21	47.717613000	-122.247292000	105.3	1.398			
T	2016-02-11 05:29:22	47.717611000	-122.247289000	105.4	1.398			
T	2016-02-11 05:29:23	47.717611000	-122.247284000	105.5	1.398			
T	2016-02-11 05:29:24	47.717611000	-122.247282000	105.5	1.398			
T	2016-02-11 05:29:25	47.717607000	-122.247284000	105.5	1.398			
T	2016-02-11 05:29:26	47.717607000	-122.247287000	105.5	1.399			
T	2016-02-11 05:29:27	47.717607000	-122.247290000	105.6	1.399			
T	2016-02-11 05:29:28	47.717607000	-122.247292000	105.6	1.399			
T	2016-02-11 05:29:29	47.717607000	-122.247295000	105.8	1.399			
T	2016-02-11 05:29:30	47.717608000	-122.247297000	105.8	1.399			
T	2016-02-11 05:29:31	47.717619000	-122.247305000	105.9	1.400			
T	2016-02-11 05:29:32	47.717631000	-122.247311000	105.9	1.402			
T	2016-02-11 05:29:33	47.717644000	-122.247315000	105.8	1.403			
T	2016-02-11 05:29:34	47.717655000	-122.247318000	105.9	1.403			
T	2016-02-11 05:29:35	47.717666000	-122.247320000	105.8	1.404			
T	2016-02-11 05:29:36	47.717676000	-122.247320000	105.9	1.405			
T	2016-02-11 05:29:37	47.717686000	-122.247320000	105.9	1.405			
T	2016-02-11 05:29:38	47.717694000	-122.247321000	106.0	1.406			
T	2016-02-11 05:29:39	47.717704000	-122.247321000	106.0	1.406			
T	2016-02-11 05:29:40	47.717714000	-122.247322000	106.1	1.407			
T	2016-02-11 05:29:41	47.717722000	-122.247323000	106.1	1.407			
T	2016-02-11 05:29:42	47.717731000	-122.247323000	106.1	1.408			
T	2016-02-11 05:29:43	47.717738000	-122.247323000	106.0	1.408			
T	2016-02-11 05:29:44	47.717743000	-122.247324000	106.0	1.409			
T	2016-02-11 05:29:45	47.717750000	-122.247324000	105.9	1.409			
T	2016-02-11 05:29:46	47.717754000	-122.247326000	106.0	1.409			
T	2016-02-11 05:29:47	47.717762000	-122.247325000	106.1	1.410			
T	2016-02-11 05:29:48	47.717764000	-122.247326000	106.2	1.410			
T	2016-02-11 05:29:49	47.717778000	-122.247311000	106.1	1.410			
T	2016-02-11 05:29:50	47.717790000	-122.247295000	106.2	1.410			
T	2016-02-11 05:29:51	47.717799000	-122.247280000	106.2	1.410			
T	2016-02-11 05:29:52	47.717811000	-122.247261000	106.2	1.410			
T	2016-02-11 05:29:53	47.717820000	-122.247261000	106.2	1.411			
T	2016-02-11 05:29:54	47.717825000	-122.247266000	106.2	1.411			
T	2016-02-11 05:29:55	47.717829000	-122.247276000	106.2	1.412			
T	2016-02-11 05:29:56	47.717834000	-122.247283000	106.3	1.413			
T	2016-02-11 05:29:57	47.717839000	-122.247298000	106.3	1.414			
T	2016-02-11 05:29:58	47.717844000	-122.247305000	106.3	1.415			
T	2016-02-11 05:29:59	47.717848000	-122.247306000	106.3	1.415			
T	2016-02-11 05:30:00	47.717850000	-122.247306000	106.3	1.415			
T	2016-02-11 05:30:01	47.717853000	-122.247307000	106.3	1.415			
T	2016-02-11 05:30:02	47.717858000	-122.247305000	106.3	1.416			
T	2016-02-11 05:30:03	47.717864000	-122.247303000	106.3	1.416			
T	2016-02-11 05:30:04	47.717869000	-122.247302000	106.3	1.416			
T	2016-02-11 05:30:05	47.717874000	-122.247303000	106.3	1.416			
T	2016-02-11 05:30:06	47.717879000	-122.247299000	106.3	1.416			
T	2016-02-11 05:30:07	47.717878000	-122.247300000	106.3	1.416			
T	2016-02-11 05:30:08	47.717884000	-122.247291000	106.3	1.416			
T	2016-02-11 05:30:09	47.717884000	-122.247290000	106.3	1.416			
T	2016-02-11 05:30:10	47.717879000	-122.247267000	106.3	1.416			
T	2016-02-11 05:30:11	47.717875000	-122.247250000	106.4	1.416			
T	2016-02-11 05:30:12	47.717872000	-122.247234000	106.5	1.416			
T	2016-02-11 05:30:13	47.717872000	-122.247220000	106.5	1.416			
T	2016-02-11 05:30:14	47.717865000	-122.247203000	106.5	1.416			
T	2016-02-11 05:30:15	47.717865000	-122.247205000	106.5	1.416			
T	2016-02-11 05:30:16	47.717867000	-122.247206000	106.5	1.417			
T	2016-02-11 05:30:17	47.717871000	-122.247200000	106.4	1.417			
T	2016-02-11 05:30:18	47.717873000	-122.247200000	106.4	1.417			
T	2016-02-11 05:30:19	47.717877000	-122.247195000	106.5	1.417			
T	2016-02-11 05:30:20	47.717881000	-122.247191000	106.5	1.417			
T	2016-02-11 05:30:21	47.717886000	-122.247187000	106.4	1.417			
T	2016-02-11 05:30:22	47.717891000	-122.247180000	106.4	1.417			
T	2016-02-11 05:30:23	47.717896000	-122.247170000	106.4	1.417			
T	2016-02-11 05:30:24	47.717899000	-122.247165000	106.4	1.417			
T	2016-02-11 05:30:25	47.717902000	-122.247160000	106.4	1.417			
T	2016-02-11 05:30:26	47.717906000	-122.247162000	106.4	1.417			
T	2016-02-11 05:30:27	47.717912000	-122.247170000	106.4	1.418			
T	2016-02-11 05:30:28	47.717917000	-122.247171000	106.4	1.418			
T	2016-02-11 05:30:29	47.717917000	-122.247171000	106.4	1.418			
T	2016-02-11 05:30:30	47.717925000	-122.247170000	106.4	1.419			
T	2016-02-11 05:30:31	47.717930000	-122.247166000	106.4	1.419			
T	2016-02-11 05:30:32	47.717948000	-122.247176000	106.4	1.421			
T	2016-02-11 05:30:33	47.717962000	-122.247175000	106.5	1.422			
T	2016-02-11 05:30:34	47.717970000	-122.247168000	106.4	1.423			
T	2016-02-11 05:30:35	47.717986000	-122.247172000	106.4	1.425			
T	2016-02-11 05:30:36	47.718001000	-122.247185000	106.4	1.426			
T	2016-02-11 05:30:37	47.718013000	-122.247191000	106.4	1.428			
T	2016-02-11 05:30:38	47.718025000	-122.247193000	106.4	1.429			
T	2016-02-11 05:30:39	47.718033000	-122.247191000	106.4	1.430			
T	2016-02-11 05:30:40	47.718040000	-122.247187000	106.3	1.431			
T	2016-02-11 05:30:41	47.718047000	-122.247184000	106.4	1.432			
T	2016-02-11 05:30:42	47.718054000	-122.247179000	106.3	1.433			
T	2016-02-11 05:30:43	47.718059000	-122.247175000	106.3	1.433			
T	2016-02-11 05:30:44	47.718064000	-122.247171000	106.3	1.434			
T	2016-02-11 05:30:45	47.718069000	-122.247172000	106.3	1.434			
T	2016-02-11 05:30:46	47.718073000	-122.247174000	106.3	1.435			
T	2016-02-11 05:30:47	47.718076000	-122.247175000	106.2	1.435			
T	2016-02-11 05:30:48	47.718080000	-122.247174000	106.2	1.435			
T	2016-02-11 05:30:49	47.718084000	-122.247174000	106.2	1.436			
T	2016-02-11 05:30:50	47.718089000	-122.247173000	106.2	1.436			
T	2016-02-11 05:30:51	47.718092000	-122.247173000	106.1	1.437			
T	2016-02-11 05:30:52	47.718094000	-122.247174000	106.2	1.437			
T	2016-02-11 05:30:53	47.718096000	-122.247175000	106.1	1.437			
T	2016-02-11 05:30:54	47.718098000	-122.247167000	106.1	1.437			
T	2016-02-11 05:30:55	47.718098000	-122.247155000	106.1	1.438			
T	2016-02-11 05:30:56	47.718097000	-122.247144000	106.1	1.438	1		
T	2016-02-11 05:31:00	47.718090000	-122.247106000	106.1	1.438			
T	2016-02-11 05:31:01	47.718087000	-122.247098000	106.1	1.438			
T	2016-02-11 05:31:02	47.718085000	-122.247091000	106.1	1.438			
T	2016-02-11 05:31:03	47.718081000	-122.247084000	106.1	1.438			
T	2016-02-11 05:31:04	47.718078000	-122.247079000	106.0	1.438			
T	2016-02-11 05:31:05	47.718074000	-122.247073000	106.0	1.438			
T	2016-02-11 05:31:06	47.718070000	-122.247073000	105.9	1.438			
T	2016-02-11 05:31:07	47.718066000	-122.247069000	106.0	1.438			
T	2016-02-11 05:31:08	47.718063000	-122.247066000	105.9	1.438			
T	2016-02-11 05:31:09	47.718060000	-122.247061000	106.0	1.438			
T	2016-02-11 05:31:10	47.718056000	-122.247056000	106.0	1.438			
T	2016-02-11 05:31:11	47.718052000	-122.247052000	106.0	1.438			
T	2016-02-11 05:31:12	47.718046000	-122.247049000	105.9	1.438			
T	2016-02-11 05:31:13	47.718042000	-122.247048000	105.8	1.438			
T	2016-02-11 05:31:14	47.718039000	-122.247049000	105.8	1.438			
T	2016-02-11 05:31:15	47.718036000	-122.247050000	105.8	1.438			
T	2016-02-11 05:31:16	47.718032000	-122.247051000	105.8	1.438			
T	2016-02-11 05:31:17	47.718028000	-122.247051000	105.8	1.438			
T	2016-02-11 05:31:18	47.718025000	-122.247050000	105.8	1.438			
T	2016-02-11 05:31:19	47.718023000	-122.247050000	105.8	1.438			
T	2016-02-11 05:31:20	47.718021000	-122.247052000	105.7	1.438			
T	2016-02-11 05:31:21	47.718019000	-122.247055000	105.7	1.438			
T	2016-02-11 05:31:22	47.718016000	-122.247058000	105.7	1.438			
T	2016-02-11 05:31:23	47.718015000	-122.247060000	105.7	1.438			
T	2016-02-11 05:31:24	47.718014000	-122.247062000	105.7	1.438			
T	2016-02-11 05:31:25	47.718015000	-122.247068000	105.8	1.438			
T	2016-02-11 05:31:26	47.718012000	-122.247072000	105.8	1.438			
T	2016-02-11 05:31:27	47.718023000	-122.247092000	105.8	1.439			
T	2016-02-11 05:31:28	47.718027000	-122.247115000	105.8	1.439			
T	2016-02-11 05:31:29	47.718024000	-122.247139000	105.8	1.439			
T	2016-02-11 05:31:30	47.718021000	-122.247158000	105.8	1.439			
T	2016-02-11 05:31:31	47.718034000	-122.247158000	105.8	1.440			
T	2016-02-11 05:31:32	47.718035000	-122.247166000	105.8	1.440			
T	2016-02-11 05:31:33	47.718045000	-122.247165000	105.8	1.441			
T	2016-02-11 05:31:34	47.718044000	-122.247172000	105.7	1.441			
T	2016-02-11 05:31:35	47.718053000	-122.247167000	105.6	1.442			
T	2016-02-11 05:31:36	47.718053000	-122.247169000	105.6	1.442			
T	2016-02-11 05:31:37	47.718058000	-122.247164000	105.5	1.443			
T	2016-02-11 05:31:38	47.718054000	-122.247169000	105.5	1.443			
T	2016-02-11 05:31:39	47.718052000	-122.247176000	105.5	1.443			
T	2016-02-11 05:31:40	47.718046000	-122.247187000	105.5	1.443			
T	2016-02-11 05:31:41	47.718039000	-122.247199000	105.5	1.443			
T	2016-02-11 05:31:42	47.718038000	-122.247204000	105.6	1.443			
T	2016-02-11 05:31:43	47.718022000	-122.247222000	105.6	1.443			
T	2016-02-11 05:31:44	47.718011000	-122.247240000	105.6	1.443			
T	2016-02-11 05:31:45	47.718001000	-122.247253000	105.7	1.443			
T	2016-02-11 05:31:46	47.717990000	-122.247268000	105.7	1.443			
T	2016-02-11 05:31:47	47.717985000	-122.247277000	105.6	1.443			
T	2016-02-11 05:31:48	47.717974000	-122.247291000	105.6	1.443			
T	2016-02-11 05:31:49	47.717966000	-122.247303000	105.6	1.443			
T	2016-02-11 05:31:50	47.717961000	-122.247310000	105.6	1.443			
T	2016-02-11 05:31:51	47.717960000	-122.247308000	105.6	1.443			
T	2016-02-11 05:31:52	47.717955000	-122.247313000	105.7	1.443			
T	2016-02-11 05:31:53	47.717954000	-122.247311000	105.6	1.443			
T	2016-02-11 05:31:54	47.717956000	-122.247303000	105.6	1.444			
T	2016-02-11 05:31:55	47.717956000	-122.247300000	105.5	1.444			
T	2016-02-11 05:31:56	47.717956000	-122.247296000	105.5	1.444			
T	2016-02-11 05:31:57	47.717957000	-122.247291000	105.5	1.444			
T	2016-02-11 05:31:58	47.717961000	-122.247282000	105.5	1.445			
T	2016-02-11 05:31:59	47.717964000	-122.247273000	105.5	1.445			
T	2016-02-11 05:32:00	47.717964000	-122.247268000	105.6	1.445			
T	2016-02-11 05:32:01	47.717968000	-122.247260000	105.5	1.446			
T	2016-02-11 05:32:02	47.717972000	-122.247256000	105.5	1.446			
T	2016-02-11 05:32:03	47.717975000	-122.247254000	105.5	1.447			
